n;random-17 - minComparisons;random-17 - maxComparisons;random-17 - averageCnomparisons;random-17 - standCnomparisons;random-17 - minSets;random-17 - maxSets;random-17 - avgSets;random-17 - stdSets;random-n/2 - minComparisons;random-n/2 - maxComparisons;random-n/2 - averageCnomparisons;random-n/2 - standCnomparisons;random-n/2 - minSets;random-n/2 - maxSets;random-n/2 - avgSets;random-n/2 - stdSets;random-bigK - minComparisons;random-bigK - maxComparisons;random-bigK - averageCnomparisons;random-bigK - standCnomparisons;random-bigK - minSets;random-bigK - maxSets;random-bigK - avgSets;random-bigK - stdSets;select-17 - minComparisons;select-17 - maxComparisons;select-17 - averageCnomparisons;select-17 - standCnomparisons;select-17 - minSets;select-17 - maxSets;select-17 - avgSets;select-17 - stdSets;select-n/2 - minComparisons;select-n/2 - maxComparisons;select-n/2 - averageCnomparisons;select-n/2 - standCnomparisons;select-n/2 - minSets;select-n/2 - maxSets;select-n/2 - avgSets;select-n/2 - stdSets;select-bigK - minComparisons;select-bigK - maxComparisons;select-bigK - averageCnomparisons;select-bigK - standCnomparisons;select-bigK - minSets;select-bigK - maxSets;select-bigK - avgSets;select-bigK - stdSets;
5000;5142;22335;10161;3698;139;17367;5103;3685;8214;34560;17772;0;2897;18500;8710;3328;5230;25890;12885;4156;4576;13652;6560;1790;22729;26382;25292;607;11432;13578;12869;367;23307;26668;25596;562;11715;13786;13018;322;22948;26614;25501;650;11707;13559;12973;333
5100;5418;18829;10139;3256;328;13744;4993;3269;8319;30629;16996;0;2825;21064;8735;3268;5696;29265;13827;4570;4083;13775;6988;2135;22577;26911;25710;810;11420;13909;13059;464;23404;27181;26055;684;11884;13827;13238;368;22942;26864;25942;712;11742;13698;13192;364
5200;5343;24491;10389;3576;166;18961;5045;3406;9521;31671;17568;0;2812;18649;8805;3259;5705;30029;13658;0;4793;13609;6711;1967;22997;27472;26349;729;11586;14148;13400;422;13263;27817;26344;1976;6643;14250;13408;1028;23770;27697;26448;743;12055;14053;13453;401
5300;5299;22223;10887;3663;18;14343;5506;3582;9283;35804;18688;0;3489;22559;9295;3374;5751;34856;14028;0;4819;18961;7038;2394;24014;27843;26921;584;12078;14434;13689;355;13497;28507;26794;2356;6893;14618;13632;1219;23945;28268;27111;549;12004;14365;13811;304
5400;5569;32476;11063;4345;172;26722;5567;4328;8712;40121;17417;0;2823;20899;8539;3431;7274;39679;14066;0;4715;16281;6957;2066;23136;28451;27281;786;11476;14751;13874;454;14298;28606;27565;1475;7241;14780;14034;774;24237;28593;27564;693;12360;14599;14038;358
5500;5600;20219;11388;3386;116;14734;5850;3394;8711;35433;18129;0;3187;18499;8496;3108;6814;25806;14089;4575;4915;13716;7033;2008;25354;29229;28001;545;12726;15038;14261;335;26637;29002;28272;445;13581;14918;14397;261;25984;28957;28143;475;13058;14913;14326;265
5600;5681;27734;11826;4464;79;22151;6143;4381;9591;43244;17697;0;3568;22230;8847;3586;6226;30156;14732;0;4760;15628;7624;2423;27245;29424;28539;444;13794;15108;14510;285;27205;29753;28794;456;13892;15240;14647;258;27252;29762;28589;456;13917;15273;14549;251
5700;5825;26077;11890;4013;135;20390;6162;4006;10228;32213;20203;0;3809;22316;10046;3651;6618;40712;15371;0;4829;15963;7584;2367;26674;30214;29047;567;13591;15563;14766;336;14612;30137;28989;2106;7400;15458;14754;1087;26894;30168;29161;497;13716;15362;14823;262
5800;5873;24643;11862;4097;70;18837;6029;4104;9343;37786;19119;0;3252;24084;9657;3516;6487;32218;16091;0;4854;18216;8140;2446;26529;30906;29491;604;13330;16072;14993;383;15018;30834;29501;2140;7595;15906;15007;1104;27258;30676;29682;577;13781;15674;15099;311
5900;6053;24395;12297;4102;112;18508;6320;4117;9825;34777;20492;0;3635;19383;9979;3778;6852;34260;15431;0;4944;16797;7696;2078;25531;31170;30058;803;12885;16061;15300;463;15576;31381;30168;1606;7976;15954;15358;828;27272;31182;30167;672;13833;15919;15358;373
6000;6108;30859;11278;4315;113;23092;5214;4230;10237;36868;20334;0;3762;19624;10274;3487;6373;36733;16422;0;4990;14357;7761;2184;27355;31820;30540;717;13972;16308;15531;408;15219;31841;30693;1728;7701;16207;15606;895;27014;31904;30642;780;13678;16197;15575;408
6100;6169;23171;12268;4194;70;17029;6073;4167;10742;41634;20651;0;3622;23669;10461;3814;6546;33957;16790;0;5263;18940;8457;2789;27895;32434;31032;530;14224;16725;15791;320;28721;32229;31315;539;14540;16477;15919;327;27914;32224;31203;662;14229;16471;15859;342
6200;6406;26346;12857;4026;161;20184;6552;3999;10424;41714;20501;0;4110;23046;10400;4049;6557;38090;16325;0;5256;17539;8074;2322;28395;32589;31597;642;14299;16775;16063;388;15173;32810;31703;1778;7677;16853;16119;916;28695;33111;31744;669;14683;16886;16146;342
6300;6771;28386;13089;4178;465;21874;6725;4182;11683;35923;22165;0;3830;28179;11226;4078;6887;35634;16261;0;5082;15889;7921;1939;28247;33918;32068;763;14182;17664;16320;457;28825;33492;32238;652;14551;17202;16406;371;24317;33455;32087;1033;12475;17118;16309;533
6400;6597;22989;12487;4136;198;16618;6027;4136;9906;41127;21708;0;3405;22449;11151;3717;6987;35092;16928;0;4805;21146;8514;2835;29355;33694;32576;754;14949;17419;16580;433;16550;34010;32667;1791;8360;17425;16623;931;29566;33823;32642;794;14933;17244;16618;414
6500;6667;29937;13349;0;173;23070;6800;0;11323;37119;22986;0;4675;26569;11191;4151;7567;36323;17736;0;5640;18294;8558;2608;29831;34850;33092;664;15063;17885;16829;401;17153;34344;33259;1720;8731;17539;16925;891;30722;34516;33314;574;15497;17634;16952;312
6600;7291;31585;14019;0;621;25018;7327;0;11608;43512;22195;0;4363;23983;11135;4080;8032;33650;18286;0;5867;25732;9547;3410;31522;34780;33686;543;15945;18003;17121;333;17222;35015;33709;2403;8720;18064;17138;1241;32580;35157;33872;448;16466;17911;17232;253
6700;7074;27990;13322;0;308;21327;6560;0;10393;41800;22971;0;3704;22973;11055;4452;7977;46093;18667;1604;5619;22455;9723;3494;31022;35557;34181;787;15778;18291;17388;452;30704;35749;34419;851;15444;18260;17515;489;30674;35659;34266;782;15662;18155;17449;416
6800;6987;26885;13592;0;210;20112;6743;0;11889;50546;23378;1225;4279;28197;12097;4612;8871;34865;18421;0;5932;18415;9270;2767;31562;35837;34691;618;16111;18344;17634;370;17557;36332;34463;3020;8892;18426;17510;1555;31282;36114;34743;767;15840;18338;17657;393
6900;6996;30406;13538;0;113;23495;6441;4561;10637;46000;24212;1440;3746;24458;12389;4418;8033;42693;18848;0;5761;21303;9266;3033;31810;36403;35166;708;16112;18792;17883;430;17766;36667;35229;1854;9024;18649;17921;952;32066;36722;35412;657;16339;18668;18004;313
7000;7100;31986;14361;0;87;25002;7274;0;12710;42608;23321;0;4769;22592;11420;4034;7103;31816;19225;0;6393;19124;9939;2794;33458;37009;35808;534;16894;18933;18223;346;18092;37086;35735;2566;9121;19052;18181;1332;34062;37267;35838;568;17253;19009;18248;309
7100;7178;27840;14117;0;86;20704;6987;0;12111;41209;23708;0;5718;26246;12140;4330;7556;41373;19296;1473;6046;21015;9447;2767;32800;37619;36173;779;16665;19321;18397;459;31479;37603;36403;846;16023;19265;18517;463;31185;37326;36178;884;15965;19140;18391;454
7200;7316;24934;14239;4341;97;17663;6986;4348;12209;49776;24307;4104;4342;26812;12212;0;8689;39456;18562;0;6525;23404;9336;2924;33236;38418;36666;790;16692;19865;18643;468;32977;38011;37051;803;16646;19559;18853;452;33144;38336;36830;825;16720;19427;18721;436
7300;7621;29826;14658;0;333;22513;7236;0;11318;44628;24407;1269;3960;25981;12392;0;9118;33531;19891;0;6741;17827;9919;2699;33958;38648;37261;714;17273;19924;18954;412;18927;38610;37403;2041;9696;19816;19029;1051;32608;38546;37302;794;16569;19615;18967;408
7400;7646;40458;14018;0;218;25950;6531;0;11792;38982;24441;0;4091;26501;12893;4460;7951;41453;19413;2120;6150;24522;9851;3270;34550;38843;37657;741;17709;19945;19140;426;32774;39300;38099;833;16622;20095;19380;461;33059;39218;37896;761;16841;19925;19276;385
7500;7674;37328;15252;0;154;29823;7668;0;11484;48587;25848;3202;3906;31889;12725;0;8412;33664;19635;0;6489;20375;9651;2622;34603;39376;38233;753;17729;20126;19426;433;19724;39722;38316;2051;9903;20376;19468;1068;34885;39523;38432;817;17610;20215;19536;438
7600;8131;32842;15885;0;541;25102;8224;0;12644;52136;25740;0;4746;27908;12629;0;8571;39805;19562;0;6783;26123;10405;3435;35688;40299;38848;717;18291;20706;19757;413;35760;40359;39021;691;18168;20789;19820;407;35095;40146;38923;728;17904;20501;19794;372
7700;7894;30098;15075;0;133;22428;7205;0;11975;45904;26673;4628;4849;34150;12888;0;8459;38696;20557;1461;6406;24211;9954;2849;34337;40673;39336;869;17405;20838;19998;509;35542;40619;39655;708;18025;20790;20160;412;34750;41145;39491;930;17505;20955;20074;503
7800;8066;32472;15790;0;287;24676;7922;0;13239;60895;27455;0;5269;33903;13926;0;9019;57793;20917;0;6313;22118;10651;3353;36941;41140;39946;639;18814;21152;20281;392;36705;41230;40147;679;18801;21070;20384;370;36531;41125;40081;624;18566;20856;20354;321
7900;7991;35962;15200;0;87;25833;7199;0;12083;53268;27164;4066;4831;28545;13841;0;8505;50105;20797;4454;6544;29292;10249;3614;35761;42212;40356;857;18087;21636;20517;493;20592;42085;40521;2125;10328;21580;20571;1109;36208;41737;40581;790;18319;21266;20608;423
8000;8184;40347;16710;0;196;32329;8664;0;14051;59369;27700;0;4255;32358;14179;0;9735;40323;22389;2182;6282;28909;11529;3932;39015;42488;41030;583;19797;21785;20850;385;38167;42371;41340;585;19407;21683;21012;344;38972;42384;41026;590;19824;21543;20853;300
8100;8326;29058;16956;0;199;20145;8787;0;13150;45773;25853;2743;4660;31001;13090;0;10366;45030;23242;3519;6990;24411;11167;3378;37564;42590;41434;703;19095;21765;21039;422;21196;43270;41615;2161;10772;22025;21115;1107;37208;43065;41676;721;19033;21801;21167;364
8200;8230;37886;16575;0;38;29676;8239;0;14106;51702;26545;1614;5787;29159;13210;4324;10042;39089;23113;2573;7860;24649;11181;3629;38291;43289;42033;659;19413;22173;21365;397;21481;43279;42130;2157;10915;22165;21416;1109;38131;43195;42088;691;19240;22111;21391;372
8300;8360;32517;16214;0;66;24232;7801;0;14595;49780;27019;4382;5509;32026;13797;0;11609;39582;22966;0;6648;24623;11355;3659;38567;43841;42397;711;19548;22502;21499;420;21314;44236;42393;3060;10790;22533;21519;1569;38846;44532;42677;693;19558;22608;21671;363
8400;8825;33120;17250;0;403;23398;8714;0;14447;52009;27798;4544;4960;26174;14206;0;11005;51118;22730;0;6953;37204;11170;4077;41043;44297;43034;622;20948;22716;21860;374;41685;44467;43393;548;21196;22712;22035;312;40264;44483;43127;653;20547;22544;21921;327
8500;8552;38465;18481;1665;62;28493;9937;1553;13909;53216;28012;0;5327;43893;14479;0;10061;46204;22683;3037;6984;23069;11251;3166;41573;45101;43678;594;21025;23086;22182;378;22080;45259;43803;2244;11137;23042;22236;1154;41190;44996;43794;577;21125;22888;22242;282
8600;8973;31496;17599;0;389;22415;8817;0;13054;52843;27654;3119;5523;31080;14342;0;9029;47246;22996;0;7454;21977;11635;3583;39862;45049;44038;745;20107;23144;22368;443;22469;45508;44103;2337;11427;23111;22392;1203;39817;45599;44141;913;20117;23172;22405;480
8700;8865;47426;19286;3959;168;37908;10486;3792;14366;52132;29974;0;5096;36739;14457;0;9103;39206;21609;2266;7957;26471;11667;3919;40639;46145;44668;781;20570;23667;22689;478;39805;46415;44832;864;20219;23596;22774;473;40337;45977;44625;869;20503;23361;22655;450
8800;9180;44139;18039;147;401;34736;9056;0;14031;54276;28763;0;5663;39496;14185;0;9781;48768;24542;0;7933;28843;12064;4283;43636;46351;45078;556;21870;23798;22865;345;23059;46696;45287;2342;11797;23942;22983;1199;43500;46793;45336;649;22009;23608;23020;315
8900;9039;32471;17513;0;137;23595;8603;0;14897;54836;29565;0;5429;40440;15118;0;9300;43108;23843;3965;7851;27227;12522;4287;40439;46964;45682;980;20517;24084;23194;548;40919;47434;45847;1068;20780;24365;23272;585;41240;47094;45682;1045;20863;23851;23169;545
9000;9442;48558;19024;2560;452;31480;9885;1593;15688;53221;30327;0;4999;35495;15089;0;11336;47595;24227;0;8164;30495;12191;3956;41505;47507;46091;913;20830;24322;23407;532;41747;47813;46443;952;20921;24507;23584;535;42326;47785;46345;837;21582;24289;23530;441
9100;9525;36478;18110;0;442;27387;8871;0;14673;62548;30338;0;5666;44459;15231;0;11377;44883;24494;0;8457;26355;12358;3787;42619;48284;46645;819;21719;24610;23677;474;42488;48501;47045;804;21583;24858;23884;444;41918;48566;46861;890;21209;24614;23794;440
9200;9379;38977;18635;2364;157;29788;9347;2313;14952;58962;33085;0;4913;34929;16522;1870;10078;50018;24802;0;8226;25226;12407;3794;42757;48874;47031;1196;21738;24891;23853;654;42819;48851;47293;1130;21698;24967;23994;590;41509;49013;47167;1323;21087;24947;23920;665
9300;9355;39619;18457;0;76;30339;9124;0;15884;56324;31108;0;5788;35227;16059;0;9827;45673;25366;0;8519;26493;12522;3883;45885;49879;47802;705;23192;25632;24271;455;24288;49380;47834;2462;12291;25143;24287;1268;45728;49242;48018;577;23170;25015;24387;306
9400;9768;37854;17327;0;363;28475;7781;0;18255;62000;32793;0;7124;33839;16232;0;11837;45174;26535;4522;8342;25193;12894;3598;42958;50109;48091;1071;21736;25772;24426;623;23582;50016;47918;3531;11949;25466;24315;1807;43536;49944;48175;1029;22134;25222;24454;536
9500;9707;35997;19477;0;141;26535;9926;0;16803;56489;32333;1777;5777;40639;16122;1911;10179;60141;26195;2356;8888;29002;13677;0;42981;50182;48855;839;21650;25887;24805;502;24982;50282;48848;2499;12578;25706;24815;1297;44599;50171;48893;787;22659;25549;24823;421
9600;9690;53414;18705;2823;115;43857;9084;2819;14836;56065;31834;0;6878;33856;16925;0;10204;53111;25475;2502;8880;28997;13192;4376;47975;50857;49435;546;24108;26052;25111;362;24359;50915;49218;3565;12323;25950;24994;1827;43739;50684;49325;863;22099;25906;25039;461
9700;9799;47243;19146;2245;92;37472;9417;2279;16003;74358;31434;0;6003;34849;15899;0;12022;48847;26893;0;8372;29008;13065;4199;44911;51319;49828;872;22710;26346;25292;521;24817;51745;49619;3619;12636;26409;25185;1857;45975;51804;49950;738;23057;26127;25345;408
9800;10056;46020;20039;0;263;35982;10082;0;18627;69183;34476;4138;7318;42398;18060;1953;13115;54064;26421;0;8302;25734;13315;4010;44642;51727;50307;1020;22417;26457;25527;564;45463;51939;50564;1067;23091;26438;25667;585;44192;52051;50324;1191;22226;26405;25550;626
9900;10010;45784;18980;2315;108;35808;8894;1759;16451;52857;33238;4561;6241;31654;17407;0;12355;60040;27137;1946;7928;32166;13568;4595;45469;52400;50809;897;22849;26724;25769;502;46336;52371;51030;920;23488;26678;25882;513;45983;52329;50981;1001;23436;26542;25871;539
10000;10446;42457;20671;2663;400;32340;10491;2554;15394;70713;34494;4124;5209;37159;17978;1942;12156;47463;25972;0;8477;29414;12876;3793;49517;53187;51473;687;25000;27187;26119;424;48935;53384;51854;704;24926;27136;26310;397;48515;52859;51487;866;24621;26850;26109;436
